revision;file;nodeIdentifier1;nodeIdentifier2
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/test/java/org/junit/tests/experimental/max/MaxComputerTest.java;@Test		public void succeed() ;@Test		public void succeed() 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/test/java/org/junit/tests/experimental/max/MaxComputerTest.java;@Test		public void dontSucceed() ;@Test		public void dontSucceed() 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/test/java/org/junit/tests/experimental/max/MaxComputerTest.java;@Test	public void twoTestsNotRunComeBackInRandomOrder() ;@Test	public void twoTestsNotRunComeBackInRandomOrder() 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/test/java/org/junit/tests/experimental/max/MaxComputerTest.java;@Test	public void failedTestFirstOnSecondRun() ;@Test	public void failedTestFirstOnSecondRun() 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/test/java/org/junit/tests/experimental/max/MaxComputerTest.java;		public static class TwoOldTests extends TestCase ;		public static class TwoOldTests extends TestCase 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/test/java/org/junit/tests/experimental/max/MaxComputerTest.java;public void testSucceed() ;public void testSucceed() 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/test/java/org/junit/tests/experimental/max/MaxComputerTest.java;public void testDontSucceed() ;public void testDontSucceed() 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/test/java/org/junit/tests/experimental/max/MaxComputerTest.java;@Test	public void junit3TestsAreRunOnce() throws Exception ;@Test	public void junit3TestsAreRunOnce() throws Exception 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/experimental/max/MaxCore.java;public static MaxCore storedLocally(File storedResults) ;public static MaxCore storedLocally(File storedResults) 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/experimental/max/MaxCore.java;public final MaxHistory fHistory;public final MaxHistory fHistory
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/experimental/max/MaxCore.java;public MaxCore(File storedResults) ;public MaxCore(File storedResults) 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/experimental/max/MaxCore.java;public Result run(Class<?> testClass) ;public Result run(Class<?> testClass) 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/experimental/max/MaxHistory.java;private static final long serialVersionUID;private static final long serialVersionUID
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/experimental/max/MaxHistory.java;public static MaxHistory forFolder(File storedResults) ;public static MaxHistory forFolder(File storedResults) 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/experimental/max/MaxHistory.java;private static MaxHistory readHistory(File storedResults) throws CouldNotReadCoreException ;private static MaxHistory readHistory(File storedResults) throws CouldNotReadCoreException 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/experimental/max/MaxHistory.java;public final Map<String, Long> fDurations;public final Map<String, Long> fDurations
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/experimental/max/MaxHistory.java;public final Map<String, Long> fFailureTimestamps;public final Map<String, Long> fFailureTimestamps
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/experimental/max/MaxHistory.java;public final File fFolder;public final File fFolder
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/experimental/max/MaxHistory.java;public MaxHistory(File storedResults) ;public MaxHistory(File storedResults) 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/experimental/max/MaxHistory.java;public File getFile() ;public File getFile() 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/experimental/max/MaxHistory.java;public void save() throws IOException ;public void save() throws IOException 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/experimental/max/MaxHistory.java;Long getFailureTimestamp(Description key) ;Long getFailureTimestamp(Description key) 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/experimental/max/MaxHistory.java;void putTestFailureTimestamp(Description key, long end) ;void putTestFailureTimestamp(Description key, long end) 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/experimental/max/MaxHistory.java;boolean isNewTest(Description key) ;boolean isNewTest(Description key) 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/experimental/max/MaxHistory.java;Long getTestDuration(Description key) ;Long getTestDuration(Description key) 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/experimental/max/MaxHistory.java;void putTestDuration(Description description, long duration) ;void putTestDuration(Description description, long duration) 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/experimental/max/MaxHistory.java;	private final class RememberingListener extends RunListener ;	private final class RememberingListener extends RunListener 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/experimental/max/MaxHistory.java;private long overallStart;private long overallStart
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/experimental/max/MaxHistory.java;private Map<Description, Long> starts;private Map<Description, Long> starts
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/experimental/max/MaxHistory.java;@Override		public void testStarted(Description description) throws Exception ;@Override		public void testStarted(Description description) throws Exception 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/experimental/max/MaxHistory.java;@Override		public void testFinished(Description description) throws Exception ;@Override		public void testFinished(Description description) throws Exception 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/experimental/max/MaxHistory.java;@Override		public void testFailure(Failure failure) throws Exception ;@Override		public void testFailure(Failure failure) throws Exception 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/experimental/max/MaxHistory.java;	private class TestComparator implements Comparator<Description> ;	private class TestComparator implements Comparator<Description> 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/experimental/max/MaxHistory.java;public int compare(Description o1, Description o2) ;public int compare(Description o1, Description o2) 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/experimental/max/MaxHistory.java;private Long getFailure(Description key) ;private Long getFailure(Description key) 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/experimental/max/MaxHistory.java;public RememberingListener listener() ;public RememberingListener listener() 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/experimental/max/MaxHistory.java;public Comparator<Description> testComparator() ;public Comparator<Description> testComparator() 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/test/java/org/junit/tests/experimental/parallel/ParallelMethodTest.java;private Matcher<Long> betweenInclusive(final long min, final long max) ;private Matcher<Long> betweenInclusive(final long min, final long max) 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/test/java/org/junit/tests/experimental/max/MaxStarterTest.java;private File fMaxFile;private File fMaxFile
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/test/java/org/junit/tests/experimental/max/MaxStarterTest.java;@Test	public void rememberOldRuns() ;@Test	public void rememberOldRuns() 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/test/java/org/junit/tests/experimental/max/MaxStarterTest.java;	private static class MalformedJUnit38Test ;	private static class MalformedJUnit38Test 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/test/java/org/junit/tests/experimental/max/MaxStarterTest.java;private MalformedJUnit38Test() ;private MalformedJUnit38Test() 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/test/java/org/junit/tests/experimental/max/MaxStarterTest.java;public void testSucceeds() ;public void testSucceeds() 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/test/java/org/junit/tests/experimental/max/MaxStarterTest.java;@Test	public void maxShouldSkipMalformedJUnit38Classes() ;@Test	public void maxShouldSkipMalformedJUnit38Classes() 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/test/java/org/junit/tests/experimental/max/MaxStarterTest.java;	public static class MalformedJUnit38TestMethod extends TestCase ;	public static class MalformedJUnit38TestMethod extends TestCase 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/test/java/org/junit/tests/experimental/max/MaxStarterTest.java;@SuppressWarnings("unused")		private void testNothing() ;@SuppressWarnings("unused")		private void testNothing() 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/test/java/org/junit/tests/experimental/max/MaxStarterTest.java;String fMessage;String fMessage
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/test/java/org/junit/tests/experimental/max/MaxStarterTest.java;@Test	public void correctErrorFromMalformedTest() ;@Test	public void correctErrorFromMalformedTest() 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/test/java/org/junit/tests/experimental/max/MaxStarterTest.java;	public static class HalfMalformedJUnit38TestMethod extends TestCase ;	public static class HalfMalformedJUnit38TestMethod extends TestCase 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/test/java/org/junit/tests/experimental/max/MaxStarterTest.java;public void testSomething() ;public void testSomething() 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/test/java/org/junit/tests/experimental/max/MaxStarterTest.java;@Test	public void halfMalformed() ;@Test	public void halfMalformed() 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/runner/manipulation/Filter.java;public static Filter matchMethodDescription(final Description desiredDescription) ;public static Filter matchMethodDescription(final Description desiredDescription) 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/internal/runners/JUnit38ClassRunner.java;@SuppressWarnings("unchecked")		private Class<? extends Test> getEffectiveClass(Test test) ;@SuppressWarnings("unchecked")		private Class<? extends Test> getEffectiveClass(Test test) 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/experimental/ParallelComputer.java;private final boolean fClasses;private final boolean fClasses
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/experimental/ParallelComputer.java;private final boolean fMethods;private final boolean fMethods
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/experimental/ParallelComputer.java;public ParallelComputer(boolean classes, boolean methods) ;public ParallelComputer(boolean classes, boolean methods) 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/experimental/ParallelComputer.java;public static Computer classes() ;public static Computer classes() 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/experimental/ParallelComputer.java;	//TODO(parallel) extract commonality from ParallelSuite and ParallelRunner	public static class ParallelSuite extends Suite ;	//TODO(parallel) extract commonality from ParallelSuite and ParallelRunner	public static class ParallelSuite extends Suite 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/experimental/ParallelComputer.java;public ParallelSuite(RunnerBuilder builder, Class<?>[] classes) throws InitializationError ;public ParallelSuite(RunnerBuilder builder, Class<?>[] classes) throws InitializationError 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/experimental/ParallelComputer.java;private ExecutorService fService;private ExecutorService fService
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/experimental/ParallelComputer.java;private List<Future<Object>> fResults;private List<Future<Object>> fResults
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/experimental/ParallelComputer.java;@Override		protected void runChild(final Runner runner, final RunNotifier notifier) ;@Override		protected void runChild(final Runner runner, final RunNotifier notifier) 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/experimental/ParallelComputer.java;protected void superRunChild(Runner runner, RunNotifier notifier) ;protected void superRunChild(Runner runner, RunNotifier notifier) 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/experimental/ParallelComputer.java;@Override		public void run(RunNotifier notifier) ;@Override		public void run(RunNotifier notifier) 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/experimental/ParallelComputer.java;	public static class ParallelRunner extends BlockJUnit4ClassRunner ;	public static class ParallelRunner extends BlockJUnit4ClassRunner 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/experimental/ParallelComputer.java;public ParallelRunner(Class<?> klass) throws InitializationError ;public ParallelRunner(Class<?> klass) throws InitializationError 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/experimental/ParallelComputer.java;@Override		protected void runChild(final FrameworkMethod method, final RunNotifier notifier) ;@Override		protected void runChild(final FrameworkMethod method, final RunNotifier notifier) 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/experimental/ParallelComputer.java;protected void superRunChild(FrameworkMethod method, RunNotifier notifier) ;protected void superRunChild(FrameworkMethod method, RunNotifier notifier) 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/experimental/ParallelComputer.java;@Override	public Suite getSuite(RunnerBuilder builder, java.lang.Class<?>[] classes) throws InitializationError ;@Override	public Suite getSuite(RunnerBuilder builder, java.lang.Class<?>[] classes) throws InitializationError 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/experimental/ParallelComputer.java;@Override	protected Runner getRunner(RunnerBuilder builder, Class<?> testClass)			throws Throwable ;@Override	protected Runner getRunner(RunnerBuilder builder, Class<?> testClass)			throws Throwable 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/main/java/org/junit/experimental/ParallelComputer.java;public static Computer methods() ;public static Computer methods() 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f3c2114_8e20f52/rev_f3c2114-8e20f52.revisions;/src/test/java/org/junit/tests/experimental/max/JUnit38SortingTest.java;private File fMaxFile;private File fMaxFile
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_e980c59_1bb1eaf/rev_e980c59-1bb1eaf.revisions;/src/test/java/org/junit/tests/assertion/AssertionTest.java;@Test(expected=AssertionError.class)	public void oneDimensionalFloatArraysAreNotEqual() ;@Test(expected=AssertionError.class)	public void oneDimensionalFloatArraysAreNotEqual() 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_e980c59_1bb1eaf/rev_e980c59-1bb1eaf.revisions;/src/main/java/org/junit/experimental/max/MaxCore.java;public static MaxCore forFolder(String fileName) ;public static MaxCore forFolder(String fileName) 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_e980c59_1bb1eaf/rev_e980c59-1bb1eaf.revisions;/src/main/java/org/junit/Assert.java;public static void assertArrayEquals(String message, float[] expecteds,			float[] actuals, float delta) throws ArrayComparisonFailure ;public static void assertArrayEquals(String message, float[] expecteds,			float[] actuals, float delta) throws ArrayComparisonFailure 
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_e980c59_1bb1eaf/rev_e980c59-1bb1eaf.revisions;/src/main/java/org/junit/Assert.java;public static void assertArrayEquals(float[] expecteds, float[] actuals, float delta) ;public static void assertArrayEquals(float[] expecteds, float[] actuals, float delta) 
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_592bc69_330135e/rev_592bc69-330135e.revisions;/src/main/java/redis/clients/jedis/ShardedJedis.java;public ShardedJedis(List<JedisShardInfo> shards) ;public ShardedJedis(List<JedisShardInfo> shards) 
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_592bc69_330135e/rev_592bc69-330135e.revisions;/src/main/java/redis/clients/jedis/ShardedJedis.java;public ShardedJedis(List<JedisShardInfo> shards, Hashing algo) ;public ShardedJedis(List<JedisShardInfo> shards, Hashing algo) 
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_592bc69_330135e/rev_592bc69-330135e.revisions;/src/main/java/redis/clients/jedis/ShardedJedis.java;protected Jedis create(JedisShardInfo shard) ;protected Jedis create(JedisShardInfo shard) 
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_592bc69_330135e/rev_592bc69-330135e.revisions;/src/main/java/redis/clients/jedis/Jedis.java;public Jedis(JedisShardInfo shardInfo) ;public Jedis(JedisShardInfo shardInfo) 
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_592bc69_330135e/rev_592bc69-330135e.revisions;/src/main/java/redis/clients/jedis/JedisPool.java;public JedisPool(JedisShardInfo shardInfo) ;public JedisPool(JedisShardInfo shardInfo) 
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_592bc69_330135e/rev_592bc69-330135e.revisions;/src/main/java/redis/clients/util/Sharded.java;public Sharded(List<S> shards) ;public Sharded(List<S> shards) 
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_592bc69_330135e/rev_592bc69-330135e.revisions;/src/main/java/redis/clients/util/Sharded.java;public Sharded(List<S> shards, Hashing algo) ;public Sharded(List<S> shards, Hashing algo) 
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_592bc69_330135e/rev_592bc69-330135e.revisions;/src/main/java/redis/clients/util/Sharded.java;private void initialize(List<S> shards) ;private void initialize(List<S> shards) 
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_592bc69_330135e/rev_592bc69-330135e.revisions;/src/main/java/redis/clients/jedis/JedisShardInfo.java;@Override    public String toString() ;@Override    public String toString() 
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_592bc69_330135e/rev_592bc69-330135e.revisions;/src/main/java/redis/clients/jedis/JedisShardInfo.java;private int timeout;private int timeout
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_592bc69_330135e/rev_592bc69-330135e.revisions;/src/main/java/redis/clients/jedis/JedisShardInfo.java;private String host;private String host
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_592bc69_330135e/rev_592bc69-330135e.revisions;/src/main/java/redis/clients/jedis/JedisShardInfo.java;private int port;private int port
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_592bc69_330135e/rev_592bc69-330135e.revisions;/src/main/java/redis/clients/jedis/JedisShardInfo.java;private String password ;private String password 
