revision;duplications
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_dafc0ed_79b869e/rev_dafc0ed-79b869e.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_88649ee_28a0273/rev_88649ee-28a0273.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_90e68fa_620a5d6/rev_90e68fa-620a5d6.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_b737131_ff2ff91/rev_b737131-ff2ff91.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_7c5389b_b0b306b/rev_7c5389b-b0b306b.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_1502990_da3092e/rev_1502990-da3092e.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_9577910_f2594e3/rev_9577910-f2594e3.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_c108e39_7061f38/rev_c108e39-7061f38.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_8aa25eb_58aa95c/rev_8aa25eb-58aa95c.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_b3ee106_5eaf0fb/rev_b3ee106-5eaf0fb.revisions;40
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_87bee42_8283133/rev_87bee42-8283133.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_6ff9683_9dd1cff/rev_6ff9683-9dd1cff.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_618d9ac_26a9910/rev_618d9ac-26a9910.revisions;58
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_ecccb55_6993f91/rev_ecccb55-6993f91.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_4e15a23_6e1ef5a/rev_4e15a23-6e1ef5a.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_e35fb32_52e61a5/rev_e35fb32-52e61a5.revisions;6
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_8a8662c_7deb57a/rev_8a8662c-7deb57a.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_ace1588_6a78b32/rev_ace1588-6a78b32.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_a402014_3f05aac/rev_a402014-3f05aac.revisions;6
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_3c57838_d729498/rev_3c57838-d729498.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_6a78b32_5c9d516/rev_6a78b32-5c9d516.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_20dd074_2e9a239/rev_20dd074-2e9a239.revisions;12
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_862da7f_c959e7b/rev_862da7f-c959e7b.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_4dcdf4e_202d68a/rev_4dcdf4e-202d68a.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_99a84a5_c865737/rev_99a84a5-c865737.revisions;21
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_f0abe8c_6682756/rev_f0abe8c-6682756.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_9006178_3b55731/rev_9006178-3b55731.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_a8629da_a68ae08/rev_a8629da-a68ae08.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_dae4a81_032971f/rev_dae4a81-032971f.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_cbca00a_ede7467/rev_cbca00a-ede7467.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_a268686_758ec7f/rev_a268686-758ec7f.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_0448b35_a6e318c/rev_0448b35-a6e318c.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_f9608e9_a77153a/rev_f9608e9-a77153a.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_334bf58_bf01cb0/rev_334bf58-bf01cb0.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_165baf5_5d3b319/rev_165baf5-5d3b319.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_5ad02d0_6c3ec9f/rev_5ad02d0-6c3ec9f.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_ee598b3_46036e7/rev_ee598b3-46036e7.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_d540542_d16bfdb/rev_d540542-d16bfdb.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_6c3ec9f_0aab8cb/rev_6c3ec9f-0aab8cb.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_4a678cd_46036e7/rev_4a678cd-46036e7.revisions;3
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_e5ac9e6_b2d6333/rev_e5ac9e6-b2d6333.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_c9d856c_bbb6d66/rev_c9d856c-bbb6d66.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_0085f28_b0902ca/rev_0085f28-b0902ca.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_f90f598_c3b6c56/rev_f90f598-c3b6c56.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_ef3a532_234336b/rev_ef3a532-234336b.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_0c45278_28d398d/rev_0c45278-28d398d.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_aafb79c_c970546/rev_aafb79c-c970546.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_8a5948a_f25901d/rev_8a5948a-f25901d.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_b33b4b0_c3873cf/rev_b33b4b0-c3873cf.revisions;5
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_416a771_e5ab88f/rev_416a771-e5ab88f.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_9d48a07_420192b/rev_9d48a07-420192b.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_12b9b78_a781c15/rev_12b9b78-a781c15.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_1ad428d_936b02b/rev_1ad428d-936b02b.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_e55eed4_b178e25/rev_e55eed4-b178e25.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_b8c7606_54b657c/rev_b8c7606-54b657c.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_0c1dff5_a597442/rev_0c1dff5-a597442.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_a9ef10b_33ceb6d/rev_a9ef10b-33ceb6d.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_25fa1d5_2de4d6f/rev_25fa1d5-2de4d6f.revisions;10
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_42e2044_62b903b/rev_42e2044-62b903b.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_dba5e2c_fb33b26/rev_dba5e2c-fb33b26.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_592b71c_5695469/rev_592b71c-5695469.revisions;27
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_2ac65b2_c285296/rev_2ac65b2-c285296.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_e9d8886_3abaf71/rev_e9d8886-3abaf71.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_63f40a8_ab51452/rev_63f40a8-ab51452.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_fc710b6_aa71d75/rev_fc710b6-aa71d75.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_7b24682_97bbfdc/rev_7b24682-97bbfdc.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_28ef5cb_74bb7d8/rev_28ef5cb-74bb7d8.revisions;14
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_fa974dc_f32a57e/rev_fa974dc-f32a57e.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_7803f5b_e9644a4/rev_7803f5b-e9644a4.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_ab2395c_f09cff7/rev_ab2395c-f09cff7.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_deee02c_4a75b44/rev_deee02c-4a75b44.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_90dd6a1_6e4e1c3/rev_90dd6a1-6e4e1c3.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_8f486ad_4351958/rev_8f486ad-4351958.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_2cc3667_72319cf/rev_2cc3667-72319cf.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_fe87266_8ddba03/rev_fe87266-8ddba03.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_5f25ca3_bed58a5/rev_5f25ca3-bed58a5.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_97db04f_13131ab/rev_97db04f-13131ab.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_bb806ae_ec0b58e/rev_bb806ae-ec0b58e.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_a7be174_22ca5a5/rev_a7be174-22ca5a5.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_34d0dbd_94f755a/rev_34d0dbd-94f755a.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_b7ee1fe_f82fb50/rev_b7ee1fe-f82fb50.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_8c43761_7663437/rev_8c43761-7663437.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_5e74800_4caba78/rev_5e74800-4caba78.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_f27f809_d97f30a/rev_f27f809-d97f30a.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_0781e97_7f6173a/rev_0781e97-7f6173a.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_6e1c683_17e2e06/rev_6e1c683-17e2e06.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_cb1b19b_04f6038/rev_cb1b19b-04f6038.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_e857122_9d8bb06/rev_e857122-9d8bb06.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_dacb073_016f1f9/rev_dacb073-016f1f9.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_fb723db_72ca494/rev_fb723db-72ca494.revisions;2
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_708ed37_9d8bb06/rev_708ed37-9d8bb06.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_228a944_bbed32a/rev_228a944-bbed32a.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_f632182_c9b413c/rev_f632182-c9b413c.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_12c1066_346bad2/rev_12c1066-346bad2.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_77cc1d4_44f404c/rev_77cc1d4-44f404c.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_d18c77d_53f829f/rev_d18c77d-53f829f.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_addcf71_de86eb2/rev_addcf71-de86eb2.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_6c2b24c_25b84eb/rev_6c2b24c-25b84eb.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_b264838_df3c579/rev_b264838-df3c579.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_3d2826c_a4c5380/rev_3d2826c-a4c5380.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_fd20360_e3525cb/rev_fd20360-e3525cb.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_aa05406_f010bc0/rev_aa05406-f010bc0.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_2774e2d_5eee07b/rev_2774e2d-5eee07b.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_cb46129_b800bcd/rev_cb46129-b800bcd.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_d136225_0f978f5/rev_d136225-0f978f5.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_c53f62d_de8dfa6/rev_c53f62d-de8dfa6.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_4f4b417_c4c4588/rev_4f4b417-c4c4588.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_f3dbc65_dbd7c8b/rev_f3dbc65-dbd7c8b.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_5ded3d3_b8591d7/rev_5ded3d3-b8591d7.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_289688e_7666d97/rev_289688e-7666d97.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_7b6ede8_9d4d11e/rev_7b6ede8-9d4d11e.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_44d1324_00301d6/rev_44d1324-00301d6.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_6aa8c2f_07fdfdd/rev_6aa8c2f-07fdfdd.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_5a6d98a_12a1a70/rev_5a6d98a-12a1a70.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_d0d4772_65daf2f/rev_d0d4772-65daf2f.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_dd079be_8fb8f1b/rev_dd079be-8fb8f1b.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_094023a_4d6f4c7/rev_094023a-4d6f4c7.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_d0d4772_ab936ef/rev_d0d4772-ab936ef.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_1f7f4d2_40de932/rev_1f7f4d2-40de932.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_618bbec_c765bc3/rev_618bbec-c765bc3.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_d94d5c8_5075815/rev_d94d5c8-5075815.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_a811b6f_20280f6/rev_a811b6f-20280f6.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_3da2f2d_dd88c51/rev_3da2f2d-dd88c51.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_fea0643_70fe94d/rev_fea0643-70fe94d.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_bdb583d_e039c17/rev_bdb583d-e039c17.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_0550321_d102ccf/rev_0550321-d102ccf.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_95ceae6_1ad3a59/rev_95ceae6-1ad3a59.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_e40713e_9af2580/rev_e40713e-9af2580.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_129e358_d526a32/rev_129e358-d526a32.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_d0d4772_9dd69e9/rev_d0d4772-9dd69e9.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_7186a91_ae4805d/rev_7186a91-ae4805d.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_42f19c7_ded776f/rev_42f19c7-ded776f.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_2c4ac23_83219d8/rev_2c4ac23-83219d8.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_610393b_e90da66/rev_610393b-e90da66.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_457cccc_088f84b/rev_457cccc-088f84b.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_61f0654_ada8735/rev_61f0654-ada8735.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_cf62825_e1e04c2/rev_cf62825-e1e04c2.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_beb999d_63b40b7/rev_beb999d-63b40b7.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_84d0e8a_74b8fc6/rev_84d0e8a-74b8fc6.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_f820ce9_94eebfb/rev_f820ce9-94eebfb.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_b9442ea_fe5e777/rev_b9442ea-fe5e777.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_92b1217_5c4d8c6/rev_92b1217-5c4d8c6.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_7fba2a3_d506ac9/rev_7fba2a3-d506ac9.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_bdc517d_909be71/rev_bdc517d-909be71.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_561a736_3954542/rev_561a736-3954542.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_b4c70a7_2a23028/rev_b4c70a7-2a23028.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_bf9bba6_45be143/rev_bf9bba6-45be143.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_61f0654_9de54af/rev_61f0654-9de54af.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_21fcb78_c5107c1/rev_21fcb78-c5107c1.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_1a96769_4570329/rev_1a96769-4570329.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_f341213_f472307/rev_f341213-f472307.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_4d30ad6_8003f32/rev_4d30ad6-8003f32.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_406d52b_69b5291/rev_406d52b-69b5291.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_c396cff_95f6c41/rev_c396cff-95f6c41.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_3066f3a_5c29fa1/rev_3066f3a-5c29fa1.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_610f7d4_69f5340/rev_610f7d4-69f5340.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_05fe0fb_96df21c/rev_05fe0fb-96df21c.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_c939d88_d38e186/rev_c939d88-d38e186.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_88e662e_155aff0/rev_88e662e-155aff0.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_96df21c_e76c5f0/rev_96df21c-e76c5f0.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_d941bcb_b0e8ee7/rev_d941bcb-b0e8ee7.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_ed80e7c_24c6b7c/rev_ed80e7c-24c6b7c.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_3914b8f_ce0195c/rev_3914b8f-ce0195c.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_25cc9af_4776240/rev_25cc9af-4776240.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jedis/revisions/rev_a71c3df_2475f24/rev_a71c3df-2475f24.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/junit/revisions/rev_b6c1407_e8349c5/rev_b6c1407-e8349c5.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/jeromq/revisions/rev_fd2272e_0fc1b6d/rev_fd2272e-0fc1b6d.revisions;0
