revision;file;nodeIdentifier1;nodeIdentifier2
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/main/java/com/netflix/discovery/InstanceRegionChecker.java;private final String localRegion;private final String localRegion
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/main/java/com/netflix/discovery/InstanceRegionChecker.java;InstanceRegionChecker(String remoteRegionsToFetch, EurekaClientConfig clientConfig) ;InstanceRegionChecker(String remoteRegionsToFetch, EurekaClientConfig clientConfig) 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/main/java/com/netflix/discovery/InstanceRegionChecker.java;@Nullable    public String getInstanceRegion(InstanceInfo instanceInfo) ;@Nullable    public String getInstanceRegion(InstanceInfo instanceInfo) 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/main/java/com/netflix/discovery/InstanceRegionChecker.java;public boolean isInstanceInLocalRegion(InstanceInfo instanceInfo) ;public boolean isInstanceInLocalRegion(InstanceInfo instanceInfo) 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/main/java/com/netflix/discovery/InstanceRegionChecker.java;public boolean isLocalRegion(@Nullable String instanceRegion) ;public boolean isLocalRegion(@Nullable String instanceRegion) 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/main/java/com/netflix/discovery/InstanceRegionChecker.java;public String getLocalRegion() ;public String getLocalRegion() 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/MockRemoteEurekaServer.java;public static final String EUREKA_API_BASE_PATH ;public static final String EUREKA_API_BASE_PATH 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/MockRemoteEurekaServer.java;private final Map<String, Application> applicationMap;private final Map<String, Application> applicationMap
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/MockRemoteEurekaServer.java;private final Map<String, Application> remoteRegionApps;private final Map<String, Application> remoteRegionApps
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/MockRemoteEurekaServer.java;private final Map<String, Application> remoteRegionAppsDelta;private final Map<String, Application> remoteRegionAppsDelta
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/MockRemoteEurekaServer.java;private final Map<String, Application> applicationDeltaMap;private final Map<String, Application> applicationDeltaMap
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/MockRemoteEurekaServer.java;private final Server server;private final Server server
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/MockRemoteEurekaServer.java;private boolean sentDelta;private boolean sentDelta
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/MockRemoteEurekaServer.java;public MockRemoteEurekaServer(int port, Map<String, Application> localRegionApps,                                  Map<String, Application> localRegionAppsDelta,                                  Map<String, Application> remoteRegionApps,                                  Map<String, Application> remoteRegionAppsDelta) ;public MockRemoteEurekaServer(int port, Map<String, Application> localRegionApps,                                  Map<String, Application> localRegionAppsDelta,                                  Map<String, Application> remoteRegionApps,                                  Map<String, Application> remoteRegionAppsDelta) 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/MockRemoteEurekaServer.java;public void start() throws Exception ;public void start() throws Exception 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/MockRemoteEurekaServer.java;public void stop() throws Exception ;public void stop() throws Exception 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/MockRemoteEurekaServer.java;public boolean isSentDelta() ;public boolean isSentDelta() 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/MockRemoteEurekaServer.java;  private class AppsResourceHandler extends AbstractHandler ;  private class AppsResourceHandler extends AbstractHandler 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/MockRemoteEurekaServer.java;@Override        public void handle(String target, HttpServletRequest request, HttpServletResponse response, int dispatch)                throws IOException, ServletException ;@Override        public void handle(String target, HttpServletRequest request, HttpServletResponse response, int dispatch)                throws IOException, ServletException 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/MockRemoteEurekaServer.java;private void addDeltaApps(boolean includeRemote, Applications apps) ;private void addDeltaApps(boolean includeRemote, Applications apps) 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/MockRemoteEurekaServer.java;private String getDeltaAppsHashCode(boolean includeRemote) ;private String getDeltaAppsHashCode(boolean includeRemote) 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/MockRemoteEurekaServer.java;private boolean isRemoteRequest(HttpServletRequest request) ;private boolean isRemoteRequest(HttpServletRequest request) 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/MockRemoteEurekaServer.java;private void sendOkResponseWithContent(Request request, HttpServletResponse response, String content)                throws IOException ;private void sendOkResponseWithContent(Request request, HttpServletResponse response, String content)                throws IOException 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/DiscoveryClientTest.java;public static final String ALL_REGIONS_VIP_ADDR ;public static final String ALL_REGIONS_VIP_ADDR 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/DiscoveryClientTest.java;public static final String REMOTE_REGION_INSTANCE_1_HOSTNAME ;public static final String REMOTE_REGION_INSTANCE_1_HOSTNAME 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/DiscoveryClientTest.java;public static final String REMOTE_REGION_INSTANCE_2_HOSTNAME ;public static final String REMOTE_REGION_INSTANCE_2_HOSTNAME 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/DiscoveryClientTest.java;public static final String LOCAL_REGION_APP_NAME ;public static final String LOCAL_REGION_APP_NAME 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/DiscoveryClientTest.java;public static final String LOCAL_REGION_INSTANCE_1_HOSTNAME ;public static final String LOCAL_REGION_INSTANCE_1_HOSTNAME 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/DiscoveryClientTest.java;public static final String LOCAL_REGION_INSTANCE_2_HOSTNAME ;public static final String LOCAL_REGION_INSTANCE_2_HOSTNAME 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/DiscoveryClientTest.java;public static final String REMOTE_REGION_APP_NAME ;public static final String REMOTE_REGION_APP_NAME 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/DiscoveryClientTest.java;public static final String REMOTE_REGION ;public static final String REMOTE_REGION 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/DiscoveryClientTest.java;public static final String REMOTE_ZONE ;public static final String REMOTE_ZONE 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/DiscoveryClientTest.java;private MockRemoteEurekaServer mockLocalEurekaServer;private MockRemoteEurekaServer mockLocalEurekaServer
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/DiscoveryClientTest.java;private final Map<String, Application> localRegionApps ;private final Map<String, Application> localRegionApps 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/DiscoveryClientTest.java;private final Map<String, Application> localRegionAppsDelta ;private final Map<String, Application> localRegionAppsDelta 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/DiscoveryClientTest.java;private final Map<String, Application> remoteRegionApps ;private final Map<String, Application> remoteRegionApps 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/DiscoveryClientTest.java;private final Map<String, Application> remoteRegionAppsDelta ;private final Map<String, Application> remoteRegionAppsDelta 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/DiscoveryClientTest.java;private DiscoveryClient client;private DiscoveryClient client
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/DiscoveryClientTest.java;public static final int LOCAL_EUREKA_PORT ;public static final int LOCAL_EUREKA_PORT 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/DiscoveryClientTest.java;@Before    public void setUp() throws Exception ;@Before    public void setUp() throws Exception 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/DiscoveryClientTest.java;@After    public void tearDown() throws Exception ;@After    public void tearDown() throws Exception 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/DiscoveryClientTest.java;@Test    public void testGetByVipInLocalRegion() throws Exception ;@Test    public void testGetByVipInLocalRegion() throws Exception 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/DiscoveryClientTest.java;@Test    public void testGetByVipInRemoteRegion() throws Exception ;@Test    public void testGetByVipInRemoteRegion() throws Exception 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/DiscoveryClientTest.java;@Test    public void testDelta() throws Exception ;@Test    public void testDelta() throws Exception 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/DiscoveryClientTest.java;private void checkInstancesFromARegion(String region, String instance1Hostname, String instance2Hostname) ;private void checkInstancesFromARegion(String region, String instance1Hostname, String instance2Hostname) 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/DiscoveryClientTest.java;private void waitForDeltaToBeRetrieved() throws InterruptedException ;private void waitForDeltaToBeRetrieved() throws InterruptedException 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/DiscoveryClientTest.java;private void populateRemoteRegistryAtStartup() ;private void populateRemoteRegistryAtStartup() 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/DiscoveryClientTest.java;private Application createRemoteApps() ;private Application createRemoteApps() 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/DiscoveryClientTest.java;private Application createRemoteAppsDelta() ;private Application createRemoteAppsDelta() 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/DiscoveryClientTest.java;private InstanceInfo createRemoteInstance(String instanceHostName) ;private InstanceInfo createRemoteInstance(String instanceHostName) 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/DiscoveryClientTest.java;private void populateLocalRegistryAtStartup() ;private void populateLocalRegistryAtStartup() 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/DiscoveryClientTest.java;private Application createLocalApps() ;private Application createLocalApps() 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/DiscoveryClientTest.java;private Application createLocalAppsDelta() ;private Application createLocalAppsDelta() 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/DiscoveryClientTest.java;private InstanceInfo createLocalInstance(String instanceHostName) ;private InstanceInfo createLocalInstance(String instanceHostName) 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/test/java/com/netflix/discovery/DiscoveryClientTest.java;private AmazonInfo getAmazonInfo(@Nullable String availabilityZone, String instanceHostName) ;private AmazonInfo getAmazonInfo(@Nullable String availabilityZone, String instanceHostName) 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-core/src/test/java/com/netflix/eureka/TestDefaultEurekaServerConfig.java;@Test    public void testRemoteRegionUrlsWithName2Regions() throws Exception ;@Test    public void testRemoteRegionUrlsWithName2Regions() throws Exception 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-core/src/test/java/com/netflix/eureka/TestDefaultEurekaServerConfig.java;@Test    public void testRemoteRegionUrlsWithName1Region() throws Exception ;@Test    public void testRemoteRegionUrlsWithName1Region() throws Exception 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-core/src/test/java/com/netflix/eureka/TestDefaultEurekaServerConfig.java;@Test    public void testGetGlobalAppWhiteList() throws Exception ;@Test    public void testGetGlobalAppWhiteList() throws Exception 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-core/src/test/java/com/netflix/eureka/TestDefaultEurekaServerConfig.java;@Test    public void testGetRegionAppWhiteList() throws Exception ;@Test    public void testGetRegionAppWhiteList() throws Exception 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-core/src/main/java/com/netflix/eureka/resources/ResponseCache.java;private final com.netflix.servo.monitor.Timer serializeAllAppsWithRemoteRegionTimer ;private final com.netflix.servo.monitor.Timer serializeAllAppsWithRemoteRegionTimer 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-core/src/main/java/com/netflix/eureka/resources/ResponseCache.java;private final com.netflix.servo.monitor.Timer serializeDeltaAppsWithRemoteRegionTimer ;private final com.netflix.servo.monitor.Timer serializeDeltaAppsWithRemoteRegionTimer 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/main/java/com/netflix/discovery/shared/Applications.java;public void populateInstanceCountMap(TreeMap<String, AtomicInteger> instanceCountMap) ;public void populateInstanceCountMap(TreeMap<String, AtomicInteger> instanceCountMap) 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/main/java/com/netflix/discovery/shared/Applications.java;public static String getReconcileHashCode(TreeMap<String, AtomicInteger> instanceCountMap) ;public static String getReconcileHashCode(TreeMap<String, AtomicInteger> instanceCountMap) 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/main/java/com/netflix/discovery/shared/Applications.java;public void shuffleAndIndexInstances(Map<String, Applications> remoteRegionsRegistry, EurekaClientConfig clientConfig,                                         InstanceRegionChecker instanceRegionChecker) ;public void shuffleAndIndexInstances(Map<String, Applications> remoteRegionsRegistry, EurekaClientConfig clientConfig,                                         InstanceRegionChecker instanceRegionChecker) 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-client/src/main/java/com/netflix/discovery/shared/Applications.java;private void _shuffleInstances(boolean filterUpInstances, boolean indexByRemoteRegions,                                   @Nullable Map<String, Applications> remoteRegionsRegistry,                                   @Nullable EurekaClientConfig clientConfig,                                   @Nullable InstanceRegionChecker instanceRegionChecker) ;private void _shuffleInstances(boolean filterUpInstances, boolean indexByRemoteRegions,                                   @Nullable Map<String, Applications> remoteRegionsRegistry,                                   @Nullable EurekaClientConfig clientConfig,                                   @Nullable InstanceRegionChecker instanceRegionChecker) 
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a84be6a_08e0412/rev_a84be6a-08e0412.revisions;/eureka-core/src/test/java/com/netflix/eureka/InstanceRegistryTest.java;public static final int REMOTE_REGION_PORT ;public static final int REMOTE_REGION_PORT 
