revision;file;nodeIdentifier1;nodeIdentifier2
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/storagegateway/model/CreateSnapshotFromVolumeRecoveryPointRequest.java;public CreateSnapshotFromVolumeRecoveryPointRequest withVolumeARN(String volumeARN) ;public CreateSnapshotFromVolumeRecoveryPointRequest withVolumeARN(String volumeARN) 
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/storagegateway/model/CreateSnapshotFromVolumeRecoveryPointRequest.java;public String getSnapshotDescription() ;public String getSnapshotDescription() 
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/storagegateway/model/CreateSnapshotFromVolumeRecoveryPointRequest.java;public void setSnapshotDescription(String snapshotDescription) ;public void setSnapshotDescription(String snapshotDescription) 
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/storagegateway/model/CreateSnapshotFromVolumeRecoveryPointRequest.java;public CreateSnapshotFromVolumeRecoveryPointRequest withSnapshotDescription(String snapshotDescription) ;public CreateSnapshotFromVolumeRecoveryPointRequest withSnapshotDescription(String snapshotDescription) 
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/storagegateway/model/CreateSnapshotFromVolumeRecoveryPointRequest.java;@Override    public String toString() ;@Override    public String toString() 
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/storagegateway/model/CreateSnapshotFromVolumeRecoveryPointRequest.java;@Override    public int hashCode() ;@Override    public int hashCode() 
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/storagegateway/model/CreateSnapshotFromVolumeRecoveryPointRequest.java;@Override    public boolean equals(Object obj) ;@Override    public boolean equals(Object obj) 
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/rds/model/transform/ListTagsForResourceRequestMarshaller.java;public Request<ListTagsForResourceRequest> marshall(ListTagsForResourceRequest listTagsForResourceRequest) ;public Request<ListTagsForResourceRequest> marshall(ListTagsForResourceRequest listTagsForResourceRequest) 
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/rds/model/RestoreDBInstanceFromDBSnapshotRequest.java;private Integer iops;private Integer iops
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/rds/model/RestoreDBInstanceFromDBSnapshotRequest.java;public Integer getIops() ;public Integer getIops() 
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/rds/model/RestoreDBInstanceFromDBSnapshotRequest.java;public void setIops(Integer iops) ;public void setIops(Integer iops) 
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/rds/model/RestoreDBInstanceFromDBSnapshotRequest.java;public RestoreDBInstanceFromDBSnapshotRequest withIops(Integer iops) ;public RestoreDBInstanceFromDBSnapshotRequest withIops(Integer iops) 
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/storagegateway/model/DeleteSnapshotScheduleResult.java;private String volumeARN;private String volumeARN
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/storagegateway/model/DeleteSnapshotScheduleResult.java;public String getVolumeARN() ;public String getVolumeARN() 
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/storagegateway/model/DeleteSnapshotScheduleResult.java;public void setVolumeARN(String volumeARN) ;public void setVolumeARN(String volumeARN) 
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/storagegateway/model/DeleteSnapshotScheduleResult.java;public DeleteSnapshotScheduleResult withVolumeARN(String volumeARN) ;public DeleteSnapshotScheduleResult withVolumeARN(String volumeARN) 
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/storagegateway/model/DeleteSnapshotScheduleResult.java;@Override    public String toString() ;@Override    public String toString() 
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/storagegateway/model/DeleteSnapshotScheduleResult.java;@Override    public int hashCode() ;@Override    public int hashCode() 
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/storagegateway/model/DeleteSnapshotScheduleResult.java;@Override    public boolean equals(Object obj) ;@Override    public boolean equals(Object obj) 
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/storagegateway/model/transform/DescribeCachediSCSIVolumesRequestMarshaller.java;public Request<DescribeCachediSCSIVolumesRequest> marshall(DescribeCachediSCSIVolumesRequest describeCachediSCSIVolumesRequest) ;public Request<DescribeCachediSCSIVolumesRequest> marshall(DescribeCachediSCSIVolumesRequest describeCachediSCSIVolumesRequest) 
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/storagegateway/model/transform/DescribeCachediSCSIVolumesRequestMarshaller.java;private String getString(String s) ;private String getString(String s) 
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/elasticmapreduce/AmazonElasticMapReduceAsyncClient.java;public Future<Void> setVisibleToAllUsersAsync(final SetVisibleToAllUsersRequest setVisibleToAllUsersRequest)             throws AmazonServiceException, AmazonClientException ;public Future<Void> setVisibleToAllUsersAsync(final SetVisibleToAllUsersRequest setVisibleToAllUsersRequest)             throws AmazonServiceException, AmazonClientException 
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/elasticmapreduce/AmazonElasticMapReduceAsyncClient.java;public Future<Void> setVisibleToAllUsersAsync(            final SetVisibleToAllUsersRequest setVisibleToAllUsersRequest,            final AsyncHandler<SetVisibleToAllUsersRequest, Void> asyncHandler)                    throws AmazonServiceException, AmazonClientException ;public Future<Void> setVisibleToAllUsersAsync(            final SetVisibleToAllUsersRequest setVisibleToAllUsersRequest,            final AsyncHandler<SetVisibleToAllUsersRequest, Void> asyncHandler)                    throws AmazonServiceException, AmazonClientException 
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/elasticmapreduce/model/transform/SetVisibleToAllUsersRequestMarshaller.java;public Request<SetVisibleToAllUsersRequest> marshall(SetVisibleToAllUsersRequest setVisibleToAllUsersRequest) ;public Request<SetVisibleToAllUsersRequest> marshall(SetVisibleToAllUsersRequest setVisibleToAllUsersRequest) 
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/storagegateway/AWSStorageGatewayAsync.java;public Future<DescribeCacheResult> describeCacheAsync(DescribeCacheRequest describeCacheRequest)             throws AmazonServiceException, AmazonClientException;public Future<DescribeCacheResult> describeCacheAsync(DescribeCacheRequest describeCacheRequest)             throws AmazonServiceException, AmazonClientException
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/storagegateway/AWSStorageGatewayAsync.java;public Future<DescribeCacheResult> describeCacheAsync(DescribeCacheRequest describeCacheRequest,            AsyncHandler<DescribeCacheRequest, DescribeCacheResult> asyncHandler)                    throws AmazonServiceException, AmazonClientException;public Future<DescribeCacheResult> describeCacheAsync(DescribeCacheRequest describeCacheRequest,            AsyncHandler<DescribeCacheRequest, DescribeCacheResult> asyncHandler)                    throws AmazonServiceException, AmazonClientException
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/storagegateway/AWSStorageGatewayAsync.java;public Future<CreateCachediSCSIVolumeResult> createCachediSCSIVolumeAsync(CreateCachediSCSIVolumeRequest createCachediSCSIVolumeRequest)             throws AmazonServiceException, AmazonClientException;public Future<CreateCachediSCSIVolumeResult> createCachediSCSIVolumeAsync(CreateCachediSCSIVolumeRequest createCachediSCSIVolumeRequest)             throws AmazonServiceException, AmazonClientException
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/storagegateway/AWSStorageGatewayAsync.java;public Future<CreateCachediSCSIVolumeResult> createCachediSCSIVolumeAsync(CreateCachediSCSIVolumeRequest createCachediSCSIVolumeRequest,            AsyncHandler<CreateCachediSCSIVolumeRequest, CreateCachediSCSIVolumeResult> asyncHandler)                    throws AmazonServiceException, AmazonClientException;public Future<CreateCachediSCSIVolumeResult> createCachediSCSIVolumeAsync(CreateCachediSCSIVolumeRequest createCachediSCSIVolumeRequest,            AsyncHandler<CreateCachediSCSIVolumeRequest, CreateCachediSCSIVolumeResult> asyncHandler)                    throws AmazonServiceException, AmazonClientException
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/storagegateway/AWSStorageGatewayAsync.java;public Future<AddCacheResult> addCacheAsync(AddCacheRequest addCacheRequest)             throws AmazonServiceException, AmazonClientException;public Future<AddCacheResult> addCacheAsync(AddCacheRequest addCacheRequest)             throws AmazonServiceException, AmazonClientException
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/storagegateway/AWSStorageGatewayAsync.java;public Future<AddCacheResult> addCacheAsync(AddCacheRequest addCacheRequest,            AsyncHandler<AddCacheRequest, AddCacheResult> asyncHandler)                    throws AmazonServiceException, AmazonClientException;public Future<AddCacheResult> addCacheAsync(AddCacheRequest addCacheRequest,            AsyncHandler<AddCacheRequest, AddCacheResult> asyncHandler)                    throws AmazonServiceException, AmazonClientException
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/storagegateway/AWSStorageGatewayAsync.java;public Future<CreateSnapshotFromVolumeRecoveryPointResult> createSnapshotFromVolumeRecoveryPointAsync(CreateSnapshotFromVolumeRecoveryPointRequest createSnapshotFromVolumeRecoveryPointRequest)             throws AmazonServiceException, AmazonClientException;public Future<CreateSnapshotFromVolumeRecoveryPointResult> createSnapshotFromVolumeRecoveryPointAsync(CreateSnapshotFromVolumeRecoveryPointRequest createSnapshotFromVolumeRecoveryPointRequest)             throws AmazonServiceException, AmazonClientException
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/storagegateway/AWSStorageGatewayAsync.java;public Future<CreateSnapshotFromVolumeRecoveryPointResult> createSnapshotFromVolumeRecoveryPointAsync(CreateSnapshotFromVolumeRecoveryPointRequest createSnapshotFromVolumeRecoveryPointRequest,            AsyncHandler<CreateSnapshotFromVolumeRecoveryPointRequest, CreateSnapshotFromVolumeRecoveryPointResult> asyncHandler)                    throws AmazonServiceException, AmazonClientException;public Future<CreateSnapshotFromVolumeRecoveryPointResult> createSnapshotFromVolumeRecoveryPointAsync(CreateSnapshotFromVolumeRecoveryPointRequest createSnapshotFromVolumeRecoveryPointRequest,            AsyncHandler<CreateSnapshotFromVolumeRecoveryPointRequest, CreateSnapshotFromVolumeRecoveryPointResult> asyncHandler)                    throws AmazonServiceException, AmazonClientException
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/storagegateway/AWSStorageGatewayAsync.java;public Future<DeleteSnapshotScheduleResult> deleteSnapshotScheduleAsync(DeleteSnapshotScheduleRequest deleteSnapshotScheduleRequest)             throws AmazonServiceException, AmazonClientException;public Future<DeleteSnapshotScheduleResult> deleteSnapshotScheduleAsync(DeleteSnapshotScheduleRequest deleteSnapshotScheduleRequest)             throws AmazonServiceException, AmazonClientException
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/storagegateway/AWSStorageGatewayAsync.java;public Future<DeleteSnapshotScheduleResult> deleteSnapshotScheduleAsync(DeleteSnapshotScheduleRequest deleteSnapshotScheduleRequest,            AsyncHandler<DeleteSnapshotScheduleRequest, DeleteSnapshotScheduleResult> asyncHandler)                    throws AmazonServiceException, AmazonClientException;public Future<DeleteSnapshotScheduleResult> deleteSnapshotScheduleAsync(DeleteSnapshotScheduleRequest deleteSnapshotScheduleRequest,            AsyncHandler<DeleteSnapshotScheduleRequest, DeleteSnapshotScheduleResult> asyncHandler)                    throws AmazonServiceException, AmazonClientException
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/storagegateway/AWSStorageGatewayAsync.java;public Future<AddUploadBufferResult> addUploadBufferAsync(AddUploadBufferRequest addUploadBufferRequest)             throws AmazonServiceException, AmazonClientException;public Future<AddUploadBufferResult> addUploadBufferAsync(AddUploadBufferRequest addUploadBufferRequest)             throws AmazonServiceException, AmazonClientException
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/storagegateway/AWSStorageGatewayAsync.java;public Future<AddUploadBufferResult> addUploadBufferAsync(AddUploadBufferRequest addUploadBufferRequest,            AsyncHandler<AddUploadBufferRequest, AddUploadBufferResult> asyncHandler)                    throws AmazonServiceException, AmazonClientException;public Future<AddUploadBufferResult> addUploadBufferAsync(AddUploadBufferRequest addUploadBufferRequest,            AsyncHandler<AddUploadBufferRequest, AddUploadBufferResult> asyncHandler)                    throws AmazonServiceException, AmazonClientException
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/storagegateway/AWSStorageGatewayAsync.java;public Future<ListVolumeRecoveryPointsResult> listVolumeRecoveryPointsAsync(ListVolumeRecoveryPointsRequest listVolumeRecoveryPointsRequest)             throws AmazonServiceException, AmazonClientException;public Future<ListVolumeRecoveryPointsResult> listVolumeRecoveryPointsAsync(ListVolumeRecoveryPointsRequest listVolumeRecoveryPointsRequest)             throws AmazonServiceException, AmazonClientException
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/storagegateway/AWSStorageGatewayAsync.java;public Future<ListVolumeRecoveryPointsResult> listVolumeRecoveryPointsAsync(ListVolumeRecoveryPointsRequest listVolumeRecoveryPointsRequest,            AsyncHandler<ListVolumeRecoveryPointsRequest, ListVolumeRecoveryPointsResult> asyncHandler)                    throws AmazonServiceException, AmazonClientException;public Future<ListVolumeRecoveryPointsResult> listVolumeRecoveryPointsAsync(ListVolumeRecoveryPointsRequest listVolumeRecoveryPointsRequest,            AsyncHandler<ListVolumeRecoveryPointsRequest, ListVolumeRecoveryPointsResult> asyncHandler)                    throws AmazonServiceException, AmazonClientException
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/storagegateway/AWSStorageGatewayAsync.java;public Future<DescribeUploadBufferResult> describeUploadBufferAsync(DescribeUploadBufferRequest describeUploadBufferRequest)             throws AmazonServiceException, AmazonClientException;public Future<DescribeUploadBufferResult> describeUploadBufferAsync(DescribeUploadBufferRequest describeUploadBufferRequest)             throws AmazonServiceException, AmazonClientException
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/storagegateway/AWSStorageGatewayAsync.java;public Future<DescribeUploadBufferResult> describeUploadBufferAsync(DescribeUploadBufferRequest describeUploadBufferRequest,            AsyncHandler<DescribeUploadBufferRequest, DescribeUploadBufferResult> asyncHandler)                    throws AmazonServiceException, AmazonClientException;public Future<DescribeUploadBufferResult> describeUploadBufferAsync(DescribeUploadBufferRequest describeUploadBufferRequest,            AsyncHandler<DescribeUploadBufferRequest, DescribeUploadBufferResult> asyncHandler)                    throws AmazonServiceException, AmazonClientException
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/storagegateway/AWSStorageGatewayAsync.java;public Future<DescribeCachediSCSIVolumesResult> describeCachediSCSIVolumesAsync(DescribeCachediSCSIVolumesRequest describeCachediSCSIVolumesRequest)             throws AmazonServiceException, AmazonClientException;public Future<DescribeCachediSCSIVolumesResult> describeCachediSCSIVolumesAsync(DescribeCachediSCSIVolumesRequest describeCachediSCSIVolumesRequest)             throws AmazonServiceException, AmazonClientException
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/storagegateway/AWSStorageGatewayAsync.java;public Future<DescribeCachediSCSIVolumesResult> describeCachediSCSIVolumesAsync(DescribeCachediSCSIVolumesRequest describeCachediSCSIVolumesRequest,            AsyncHandler<DescribeCachediSCSIVolumesRequest, DescribeCachediSCSIVolumesResult> asyncHandler)                    throws AmazonServiceException, AmazonClientException;public Future<DescribeCachediSCSIVolumesResult> describeCachediSCSIVolumesAsync(DescribeCachediSCSIVolumesRequest describeCachediSCSIVolumesRequest,            AsyncHandler<DescribeCachediSCSIVolumesRequest, DescribeCachediSCSIVolumesResult> asyncHandler)                    throws AmazonServiceException, AmazonClientException
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/storagegateway/model/DescribeGatewayInformationResult.java;private String gatewayType;private String gatewayType
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/storagegateway/model/DescribeGatewayInformationResult.java;public String getGatewayType() ;public String getGatewayType() 
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/storagegateway/model/DescribeGatewayInformationResult.java;public void setGatewayType(String gatewayType) ;public void setGatewayType(String gatewayType) 
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/storagegateway/model/DescribeGatewayInformationResult.java;public DescribeGatewayInformationResult withGatewayType(String gatewayType) ;public DescribeGatewayInformationResult withGatewayType(String gatewayType) 
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/storagegateway/model/DescribeGatewayInformationResult.java;public void setGatewayType(GatewayType gatewayType) ;public void setGatewayType(GatewayType gatewayType) 
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/storagegateway/model/DescribeGatewayInformationResult.java;public DescribeGatewayInformationResult withGatewayType(GatewayType gatewayType) ;public DescribeGatewayInformationResult withGatewayType(GatewayType gatewayType) 
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/rds/model/transform/ListTagsForResourceResultStaxUnmarshaller.java;public ListTagsForResourceResult unmarshall(StaxUnmarshallerContext context) throws Exception ;public ListTagsForResourceResult unmarshall(StaxUnmarshallerContext context) throws Exception 
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/rds/model/transform/ListTagsForResourceResultStaxUnmarshaller.java;private static ListTagsForResourceResultStaxUnmarshaller instance;private static ListTagsForResourceResultStaxUnmarshaller instance
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/rds/model/transform/ListTagsForResourceResultStaxUnmarshaller.java;public static ListTagsForResourceResultStaxUnmarshaller getInstance() ;public static ListTagsForResourceResultStaxUnmarshaller getInstance() 
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/storagegateway/AWSStorageGatewayAsyncClient.java;public Future<DescribeCacheResult> describeCacheAsync(final DescribeCacheRequest describeCacheRequest)             throws AmazonServiceException, AmazonClientException ;public Future<DescribeCacheResult> describeCacheAsync(final DescribeCacheRequest describeCacheRequest)             throws AmazonServiceException, AmazonClientException 
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;/src/main/java/com/amazonaws/services/storagegateway/AWSStorageGatewayAsyncClient.java;public Future<DescribeCacheResult> describeCacheAsync(            final DescribeCacheRequest describeCacheRequest,            final AsyncHandler<DescribeCacheRequest, DescribeCacheResult> asyncHandler)                    throws AmazonServiceException, AmazonClientException ;public Future<DescribeCacheResult> describeCacheAsync(            final DescribeCacheRequest describeCacheRequest,            final AsyncHandler<DescribeCacheRequest, DescribeCacheResult> asyncHandler)                    throws AmazonServiceException, AmazonClientException 
